400	8.88116e-05	3.5866e-05	2.04882e-05	
410	8.44817e-05	3.4114e-05	1.92105e-05	
414	8.30718e-05	3.4753e-05	1.86626e-05	
420	8.54181e-05	3.44889e-05	1.97524e-05	
430	9.40205e-05	3.80601e-05	2.24042e-05	
440	0.000100832	4.2017e-05	2.69188e-05	
450	9.69368e-05	4.25047e-05	2.82042e-05	
460	9.26559e-05	4.23428e-05	2.80539e-05	
470	8.51133e-05	4.32493e-05	2.81658e-05	
480	8.75039e-05	4.35456e-05	2.75931e-05	
490	9.52853e-05	4.25824e-05	2.91782e-05	
500	0.000101961	4.15022e-05	2.77405e-05	
510	9.85825e-05	4.15814e-05	2.84039e-05	
520	9.23454e-05	4.07769e-05	2.61412e-05	
530	7.93108e-05	3.74186e-05	2.526e-05	
540	7.0535e-05	3.59625e-05	2.42391e-05	
542	7.00651e-05	3.59144e-05	2.3439e-05	
550	6.78076e-05	3.43256e-05	2.36585e-05	
560	7.14479e-05	3.55553e-05	2.33897e-05	
570	7.6668e-05	3.57952e-05	2.27635e-05	
576	7.51458e-05	3.37885e-05	2.21548e-05	
580	7.94266e-05	3.47152e-05	2.21853e-05	
590	9.0341e-05	4.06679e-05	2.46136e-05	
600	9.21707e-05	4.17991e-05	2.56375e-05	
610	9.02925e-05	3.96842e-05	2.56022e-05	
620	8.52786e-05	3.75653e-05	2.48535e-05	
630	7.81666e-05	3.54202e-05	2.38488e-05	
640	6.93521e-05	3.24483e-05	2.27796e-05	
650	6.44833e-05	3.16075e-05	2.18913e-05	
660	5.96247e-05	3.06814e-05	2.18573e-05	
670	6.36595e-05	3.16896e-05	2.19393e-05	
680	6.41959e-05	3.19267e-05	2.20201e-05	
690	6.74657e-05	3.41485e-05	2.19972e-05	
700	6.79614e-05	3.45898e-05	2.33824e-05	
710	7.46589e-05	3.46419e-05	2.41838e-05	
720	7.33705e-05	3.41242e-05	2.3345e-05	
730	8.11161e-05	3.79291e-05	2.36801e-05	
740	8.19735e-05	3.63435e-05	2.28154e-05	
750	8.0257e-05	3.42344e-05	2.29749e-05	
760	8.34387e-05	3.33678e-05	2.1919e-05	
770	8.10259e-05	3.2312e-05	2.08507e-05	
780	7.57244e-05	3.03531e-05	2.03108e-05	
790	7.26006e-05	2.99533e-05	2.10604e-05	
800	6.30277e-05	2.88133e-05	1.89307e-05	
