400	0.000192893	8.97883e-05	5.42459e-05	
410	0.0001864	8.52075e-05	5.09831e-05	
414	0.000186307	8.45719e-05	5.11069e-05	
420	0.000184976	8.39846e-05	5.11807e-05	
430	0.000194885	9.31402e-05	5.72771e-05	
440	0.000200256	0.000102054	6.51539e-05	
450	0.000197915	0.000101705	6.99865e-05	
460	0.000194527	0.000103931	6.98062e-05	
470	0.000194938	0.000104537	7.03073e-05	
480	0.00019577	0.000104891	7.15868e-05	
490	0.000200568	0.000101225	7.01505e-05	
500	0.000190767	0.000101813	7.03133e-05	
510	0.000189565	9.88315e-05	6.89535e-05	
520	0.000181928	9.58244e-05	6.80721e-05	
530	0.000166702	9.17145e-05	6.32047e-05	
540	0.000159147	8.59195e-05	6.29198e-05	
542	0.000158233	8.74127e-05	6.15569e-05	
550	0.000156141	8.84098e-05	6.12544e-05	
560	0.00016154	8.62451e-05	6.19015e-05	
570	0.000167323	8.67035e-05	6.0132e-05	
576	0.000160702	8.51122e-05	5.91085e-05	
580	0.000171817	8.53646e-05	5.86568e-05	
590	0.00017744	9.17553e-05	6.47965e-05	
600	0.000174281	9.14106e-05	6.55093e-05	
610	0.000171509	8.98854e-05	6.40432e-05	
620	0.000158542	8.90777e-05	6.27574e-05	
630	0.000149699	8.67511e-05	6.23866e-05	
640	0.000142507	8.29408e-05	6.08424e-05	
650	0.000137998	8.1712e-05	6.02246e-05	
660	0.000140937	8.00076e-05	5.96148e-05	
670	0.00013985	8.08915e-05	5.9031e-05	
680	0.000146823	8.0996e-05	5.9386e-05	
690	0.000149615	8.34338e-05	6.10546e-05	
700	0.000151724	8.48776e-05	6.06829e-05	
710	0.000156184	8.06539e-05	6.03138e-05	
720	0.000161168	8.44914e-05	6.00623e-05	
730	0.000155462	8.30003e-05	5.97137e-05	
740	0.000155941	8.18189e-05	5.84655e-05	
750	0.000149284	7.91692e-05	5.64196e-05	
760	0.000144621	7.65163e-05	5.78494e-05	
770	0.000137627	7.50903e-05	5.35041e-05	
780	0.000134076	7.28532e-05	5.29865e-05	
790	0.000129924	7.02384e-05	5.38669e-05	
800	0.000124544	6.95853e-05	5.15314e-05	
