400	9.51374e-05	3.71899e-05	2.15323e-05	
410	8.53939e-05	3.45102e-05	2.04754e-05	
414	8.62076e-05	3.48764e-05	1.9962e-05	
420	8.61798e-05	3.39417e-05	1.95792e-05	
430	9.60599e-05	3.93545e-05	2.32181e-05	
440	0.000105812	4.21386e-05	2.69128e-05	
450	0.000100924	4.48199e-05	2.86785e-05	
460	9.95911e-05	4.47262e-05	2.92745e-05	
470	8.84525e-05	4.56344e-05	2.8423e-05	
480	8.65346e-05	4.45373e-05	2.98364e-05	
490	9.06792e-05	4.5094e-05	2.95261e-05	
500	9.98636e-05	4.37593e-05	2.8426e-05	
510	9.88988e-05	4.32165e-05	2.8476e-05	
520	9.61586e-05	4.24562e-05	2.65904e-05	
530	8.75803e-05	3.79566e-05	2.50178e-05	
540	7.55349e-05	3.57758e-05	2.45017e-05	
542	7.35559e-05	3.51216e-05	2.44423e-05	
550	7.21094e-05	3.53321e-05	2.42397e-05	
560	7.26711e-05	3.64149e-05	2.42314e-05	
570	7.79255e-05	3.48549e-05	2.35088e-05	
576	7.47182e-05	3.52278e-05	2.2513e-05	
580	7.79962e-05	3.68558e-05	2.29417e-05	
590	8.70719e-05	3.90918e-05	2.62861e-05	
600	9.37884e-05	4.16603e-05	2.68969e-05	
610	9.35706e-05	4.23275e-05	2.6543e-05	
620	8.84764e-05	3.85136e-05	2.63613e-05	
630	8.21757e-05	3.68744e-05	2.59828e-05	
640	7.52987e-05	3.4727e-05	2.39039e-05	
650	6.75781e-05	3.26692e-05	2.47507e-05	
660	6.2191e-05	3.38355e-05	2.31787e-05	
670	6.09492e-05	3.15126e-05	2.35896e-05	
680	6.13343e-05	3.26216e-05	2.36358e-05	
690	6.26694e-05	3.48021e-05	2.32647e-05	
700	7.0933e-05	3.49317e-05	2.33287e-05	
710	7.53836e-05	3.72817e-05	2.48014e-05	
720	7.54885e-05	3.70073e-05	2.40225e-05	
730	8.14985e-05	3.69723e-05	2.46032e-05	
740	8.23449e-05	3.68247e-05	2.38695e-05	
750	8.42945e-05	3.54961e-05	2.35274e-05	
760	8.57973e-05	3.50952e-05	2.20565e-05	
770	8.38963e-05	3.4339e-05	2.16265e-05	
780	7.57582e-05	3.13004e-05	2.1507e-05	
790	7.64631e-05	3.21497e-05	2.06785e-05	
800	7.28731e-05	2.93549e-05	2.04486e-05	
