400	9.911619e-05	3.945726e-05	2.247466e-05
410	9.646498e-05	3.70814e-05	2.167228e-05
414	9.595261e-05	3.70441e-05	2.112323e-05
420	9.505525e-05	3.649575e-05	2.101083e-05
430	9.495066e-05	3.95094e-05	2.326515e-05
440	9.932991e-05	4.426797e-05	2.720437e-05
450	0.00010098152	4.649289e-05	2.969596e-05
460	0.00010249855	4.789412e-05	3.102027e-05
470	0.00010349833	4.738972e-05	3.047956e-05
480	0.00010195391	4.732006e-05	3.079881e-05
490	9.964214e-05	4.525306e-05	3.013495e-05
500	9.618309e-05	4.482191e-05	2.967562e-05
510	9.349867e-05	4.358596e-05	2.919837e-05
520	8.950652e-05	4.298044e-05	2.866288e-05
530	8.657544e-05	3.997801e-05	2.667382e-05
540	8.661839e-05	3.940142e-05	2.530199e-05
542	8.435146e-05	3.843993e-05	2.507944e-05
550	8.604202e-05	3.910553e-05	2.595758e-05
560	8.646559e-05	3.915409e-05	2.618261e-05
570	8.406726e-05	3.914577e-05	2.538844e-05
576	8.025976e-05	3.755525e-05	2.386277e-05
580	7.984714e-05	3.769993e-05	2.40126e-05
590	8.365577e-05	3.97669e-05	2.609403e-05
600	8.133482e-05	3.962496e-05	2.682643e-05
610	8.404834e-05	3.885818e-05	2.669491e-05
620	8.243938e-05	3.846568e-05	2.620463e-05
630	8.167039e-05	3.837337e-05	2.567872e-05
640	8.028333e-05	3.791012e-05	2.584108e-05
650	7.904517e-05	3.832127e-05	2.568519e-05
660	7.699636e-05	3.730193e-05	2.515842e-05
670	7.556476e-05	3.638235e-05	2.522866e-05
680	7.453455e-05	3.666578e-05	2.506658e-05
690	7.277357e-05	3.620872e-05	2.445461e-05
700	7.375405e-05	3.650308e-05	2.459365e-05
710	7.338154e-05	3.551471e-05	2.369856e-05
720	7.261654e-05	3.58542e-05	2.39209e-05
730	7.490941e-05	3.612701e-05	2.38669e-05
740	7.679663e-05	3.564001e-05	2.413037e-05
750	7.81494e-05	3.584503e-05	2.381358e-05
760	7.667142e-05	3.518788e-05	2.30624e-05
770	8.021375e-05	3.41732e-05	2.338257e-05
780	7.630319e-05	3.429638e-05	2.267889e-05
790	7.725536e-05	3.377655e-05	2.256465e-05
800	7.356825e-05	3.223402e-05	2.218251e-05
